draw_no,date,numbers,bonus,num1,num2,num3,num4,num5,num6,total_sales,first_prize_amount,first_prize_winners,first_accum_amount
800,2018-03-31,"[1, 4, 10, 12, 28, 45]",26,1,4,10,12,28,45,76994062000,1632246205,11,17954708255
801,2018-04-07,"[17, 25, 28, 37, 43, 44]",2,17,25,28,37,43,44,74034792000,2256786657,8,18054293256
802,2018-04-14,"[10, 11, 12, 18, 24, 42]",27,10,11,12,18,24,42,75146781000,1082947993,16,17327167888
803,2018-04-21,"[5, 9, 14, 26, 30, 43]",2,5,9,14,26,30,43,75670793000,3663810225,5,18319051125
804,2018-04-28,"[1, 10, 13, 26, 32, 36]",9,1,10,13,26,32,36,74557028000,1631996523,11,17951961753
805,2018-05-05,"[3, 12, 13, 18, 31, 32]",42,3,12,13,18,31,32,73065981000,4266061969,4,17064247876
806,2018-05-12,"[14, 20, 23, 31, 37, 38]",27,14,20,23,31,37,38,74030583000,2640760875,7,18485326125
807,2018-05-19,"[6, 10, 18, 25, 34, 35]",33,6,10,18,25,34,35,73831580000,2437662322,7,17063636254
808,2018-05-26,"[15, 21, 31, 32, 41, 43]",24,15,21,31,32,41,43,74911438000,3087620500,6,18525723000
809,2018-06-02,"[6, 11, 15, 17, 23, 40]",39,6,11,15,17,23,40,74214104000,2921372750,6,17528236500
810,2018-06-09,"[5, 10, 13, 21, 39, 43]",11,5,10,13,21,39,43,74388355000,2231598047,8,17852784376
811,2018-06-16,"[8, 11, 19, 21, 36, 45]",25,8,11,19,21,36,45,74570813000,2524148197,7,17669037379
812,2018-06-23,"[1, 3, 12, 14, 16, 43]",10,1,3,12,14,16,43,74147816000,2947954750,6,17687728500
813,2018-06-30,"[11, 30, 34, 35, 42, 44]",27,11,30,34,35,42,44,73394947000,4591763157,4,18367052628
814,2018-07-07,"[2, 21, 28, 38, 42, 45]",30,2,21,28,38,42,45,74316543000,3067192063,6,18403152378
815,2018-07-14,"[17, 21, 25, 26, 27, 36]",4,17,21,25,26,27,36,73416400000,2579855358,7,18058987506
816,2018-07-21,"[12, 18, 19, 29, 31, 39]",7,12,18,19,29,31,39,72397826000,2128107938,8,17024863504
817,2018-07-28,"[3, 9, 12, 13, 25, 43]",34,3,9,12,13,25,43,72552766000,1868477334,9,16816296006
818,2018-08-04,"[14, 15, 25, 28, 29, 30]",3,14,15,25,28,29,30,71793353000,1380804318,13,17950456134
819,2018-08-11,"[16, 25, 33, 38, 40, 45]",15,16,25,33,38,40,45,74578907000,2594534840,7,18161743880
820,2018-08-18,"[10, 21, 22, 30, 35, 42]",6,10,21,22,30,35,42,75744571000,4627313532,4,18509254128
821,2018-08-25,"[1, 12, 13, 24, 29, 44]",16,1,12,13,24,29,44,76118239000,1316155956,14,18426183384
822,2018-09-01,"[9, 18, 20, 24, 27, 36]",12,9,18,20,24,27,36,75681739000,5930898625,3,17792695875
823,2018-09-08,"[12, 18, 24, 26, 39, 40]",15,12,18,24,26,39,40,77400124000,2009843917,9,18088595253
824,2018-09-15,"[7, 9, 24, 29, 34, 38]",26,7,9,24,29,34,38,78257422000,1256646550,15,18849698250
825,2018-09-22,"[8, 15, 21, 31, 33, 38]",42,8,15,21,31,33,38,82890578000,1658710563,12,19904526756
826,2018-09-29,"[13, 16, 24, 25, 33, 36]",42,13,16,24,25,33,36,78218740000,2075192084,9,18676728756
827,2018-10-06,"[5, 11, 12, 29, 33, 44]",14,5,11,12,29,33,44,76490125000,1206500375,15,18097505625
828,2018-10-13,"[4, 7, 13, 29, 31, 39]",18,4,7,13,29,31,39,77552827000,1455185972,13,18917417636
829,2018-10-20,"[4, 5, 31, 35, 43, 45]",29,4,5,31,35,43,45,77998807000,2444650641,8,19557205128
830,2018-10-27,"[5, 6, 16, 18, 37, 38]",17,5,6,16,18,37,38,77714000000,2060528750,9,18544758750
831,2018-11-03,"[3, 10, 16, 19, 31, 39]",9,3,10,16,19,31,39,77622753000,1110702258,16,17771236128
832,2018-11-10,"[13, 14, 19, 26, 40, 43]",30,13,14,19,26,40,43,77411900000,2088204584,9,18793841256
833,2018-11-17,"[12, 18, 30, 39, 41, 42]",19,12,18,30,39,41,42,77738402000,2356317282,8,18850538256
834,2018-11-24,"[6, 8, 18, 35, 42, 43]",3,6,8,18,35,42,43,75941791000,1690693671,11,18597630381
835,2018-12-01,"[9, 10, 13, 28, 38, 45]",35,9,10,13,28,38,45,77694435000,1233681125,15,18505216875
836,2018-12-08,"[1, 9, 11, 14, 26, 28]",19,1,9,11,14,26,28,74536697000,1257843670,14,17609811380
837,2018-12-15,"[2, 25, 28, 30, 33, 45]",6,2,25,28,30,33,45,76614176000,3144449125,6,18866694750
838,2018-12-22,"[9, 14, 17, 33, 36, 38]",20,9,14,17,33,36,38,79414484000,3813733050,5,19068665250
839,2018-12-29,"[3, 9, 11, 12, 13, 19]",35,3,9,11,12,13,19,79219710000,1359454904,13,17672913752
840,2019-01-05,"[2, 4, 11, 28, 29, 43]",27,2,4,11,28,29,43,84057771000,2042961788,10,20429617880
841,2019-01-12,"[5, 11, 14, 30, 33, 38]",24,5,11,14,30,33,38,81580789000,1116095714,17,18973627138
842,2019-01-19,"[14, 26, 32, 36, 39, 42]",38,14,26,32,36,39,42,81957444000,2035475025,10,20354750250
843,2019-01-26,"[19, 21, 30, 33, 34, 42]",4,19,21,30,33,34,42,81857498000,4012970100,5,20064850500
844,2019-02-02,"[7, 8, 13, 15, 33, 45]",18,7,8,13,15,33,45,87805610000,1162963542,18,20933343756
845,2019-02-09,"[1, 16, 29, 33, 40, 45]",6,1,16,29,33,40,45,83884034000,1891217182,11,20803389002
846,2019-02-16,"[5, 18, 30, 41, 43, 45]",13,5,18,30,41,43,45,83936839000,1596884395,13,20759497135
847,2019-02-23,"[12, 16, 26, 28, 30, 42]",22,12,16,26,28,30,42,83782512000,2520846657,8,20166773256
848,2019-03-02,"[1, 2, 16, 22, 38, 39]",34,1,2,16,22,38,39,84523266000,3011580858,7,21081066006
849,2019-03-09,"[5, 13, 17, 29, 34, 39]",3,5,13,17,29,34,39,82333674000,1158252883,17,19690299011
850,2019-03-16,"[16, 20, 24, 28, 36, 39]",5,16,20,24,28,36,39,81474176000,3377587875,6,20265527250
851,2019-03-23,"[14, 18, 22, 26, 31, 44]",40,14,18,22,26,31,44,81099116000,2483692313,8,19869538504
852,2019-03-30,"[11, 17, 28, 30, 33, 35]",9,11,17,28,30,33,35,81470793000,4801543407,4,19206173628
853,2019-04-06,"[2, 8, 23, 26, 27, 44]",13,2,8,23,26,27,44,82244370000,2885006786,7,20195047502
854,2019-04-13,"[20, 25, 31, 32, 36, 43]",3,20,25,31,32,36,43,81823338000,3421706750,6,20530240500
855,2019-04-20,"[8, 15, 17, 19, 43, 44]",7,8,15,17,19,43,44,82374732000,2269510500,9,20425594500
856,2019-04-27,"[10, 24, 40, 41, 43, 44]",17,10,24,40,41,43,44,80496424000,3977927550,5,19889637750
857,2019-05-04,"[6, 10, 16, 28, 34, 38]",43,6,10,16,28,34,38,80933117000,1284915425,15,19273731375
858,2019-05-11,"[9, 13, 32, 38, 39, 43]",23,9,13,32,38,39,43,81366889000,2202347459,9,19821127131
859,2019-05-18,"[8, 22, 35, 38, 39, 41]",24,8,22,35,38,39,41,80944223000,1853927489,11,20393202379
860,2019-05-25,"[4, 8, 18, 25, 27, 32]",42,4,8,18,25,27,32,81846672000,1879899825,10,18798998250
861,2019-06-01,"[11, 17, 19, 21, 22, 25]",24,11,17,19,21,22,25,81032551000,4872108844,4,19488435376
862,2019-06-08,"[10, 34, 38, 40, 42, 43]",32,10,34,38,40,42,43,80609005000,2190922709,9,19718304381
863,2019-06-15,"[16, 21, 28, 35, 39, 43]",12,16,21,28,35,39,43,81288540000,2853357322,7,19973501254
864,2019-06-22,"[3, 7, 10, 13, 25, 36]",32,3,7,10,13,25,36,82220290000,1716553637,11,18882090007
865,2019-06-29,"[3, 15, 22, 32, 33, 45]",2,3,15,22,32,33,45,81748217000,1551729145,13,20172478885
866,2019-07-06,"[9, 15, 29, 34, 37, 39]",12,9,15,29,34,37,39,81961886000,2240409000,9,20163681000
867,2019-07-13,"[14, 17, 19, 22, 24, 40]",41,14,17,19,22,24,40,81607190000,3933755250,5,19668776250
868,2019-07-20,"[12, 17, 28, 41, 43, 44]",25,12,17,28,41,43,44,80549078000,3233804250,6,19402825500
869,2019-07-27,"[2, 6, 20, 27, 37, 39]",4,2,6,20,27,37,39,80268389000,1922582588,10,19225825880
870,2019-08-03,"[21, 25, 30, 32, 40, 42]",31,21,25,30,32,40,42,78688663000,1928842988,10,19288429880
871,2019-08-10,"[2, 6, 12, 26, 30, 34]",38,2,6,12,26,30,34,79527502000,2718071358,7,19026499506
872,2019-08-17,"[2, 4, 30, 32, 33, 43]",29,2,4,30,32,33,43,81002518000,1262705579,16,20203289264
873,2019-08-24,"[3, 5, 12, 13, 33, 39]",38,3,5,12,13,33,39,82375586000,1874553225,10,18745532250
874,2019-08-31,"[1, 15, 19, 23, 28, 42]",32,1,15,19,23,28,42,82990138000,1117123917,18,20108230506
875,2019-09-07,"[19, 22, 30, 34, 39, 44]",36,19,22,30,34,39,44,80635281000,1415946724,14,19823254136
876,2019-09-14,"[5, 16, 21, 26, 34, 42]",24,5,16,21,26,34,42,85088368000,1090657856,19,20722499264
877,2019-09-21,"[5, 17, 18, 22, 23, 43]",12,5,17,18,22,23,43,84584730000,1716607188,12,20599286256
878,2019-09-28,"[2, 6, 11, 16, 25, 31]",3,2,6,11,16,25,31,84183676000,3207993500,6,19247961000
879,2019-10-05,"[1, 4, 10, 14, 15, 35]",20,1,4,10,14,15,35,83174251000,3206361313,6,19238167878
880,2019-10-12,"[7, 17, 19, 23, 24, 45]",38,7,17,19,23,24,45,83862502000,2837810465,7,19864673255
881,2019-10-19,"[4, 18, 20, 26, 27, 32]",9,4,18,20,26,27,32,84495552000,2503212282,8,20025698256
882,2019-10-26,"[18, 34, 39, 43, 44, 45]",23,18,34,39,43,44,45,84351602000,4127270400,5,20636352000
883,2019-11-02,"[9, 18, 32, 33, 37, 44]",22,9,18,32,33,37,44,85624171000,1360519525,15,20407792875
884,2019-11-09,"[4, 14, 23, 28, 37, 45]",17,4,14,23,28,37,45,86554613000,1799077282,12,21588927384
885,2019-11-16,"[1, 3, 24, 27, 39, 45]",31,1,3,24,27,39,45,83396319000,1543832568,13,20069823384
886,2019-11-23,"[19, 23, 28, 37, 42, 45]",2,19,23,28,37,42,45,84186094000,2974643786,7,20822506502
887,2019-11-30,"[8, 14, 17, 27, 36, 45]",10,8,14,17,27,36,45,84416872000,2535268688,8,20282149504
888,2019-12-07,"[3, 7, 12, 31, 34, 38]",32,3,7,12,31,34,38,82777313000,2370359204,8,18962873632
889,2019-12-14,"[3, 13, 29, 38, 39, 42]",26,3,13,29,38,39,42,86734222000,2108986950,10,21089869500
890,2019-12-21,"[1, 4, 14, 18, 29, 37]",6,1,4,14,18,29,37,86693498000,2335486167,9,21019375503
891,2019-12-28,"[9, 13, 28, 31, 39, 41]",19,9,13,28,31,39,41,89742677000,3082673947,7,21578717629
892,2020-01-04,"[4, 9, 17, 18, 26, 42]",36,4,9,17,18,26,42,93091115000,1282017464,17,21794296888
893,2020-01-11,"[1, 15, 17, 23, 25, 41]",10,1,15,17,23,25,41,87661567000,2377433625,9,21396902625
894,2020-01-18,"[19, 32, 37, 40, 41, 43]",45,19,32,37,40,41,43,88465183000,2377935959,9,21401423631
895,2020-01-25,"[16, 26, 31, 38, 39, 41]",23,16,26,31,38,39,41,96962255000,1928079219,12,23136950628
896,2020-02-01,"[5, 12, 25, 26, 38, 45]",23,5,12,25,26,38,45,90461998000,3053222036,7,21372554252
897,2020-02-08,"[6, 7, 12, 22, 26, 36]",29,6,7,12,22,26,36,88231474000,1619922520,13,21058992760
898,2020-02-15,"[18, 21, 28, 35, 37, 42]",17,18,21,28,35,37,42,90067839000,2639313235,8,21114505880
899,2020-02-22,"[8, 19, 20, 21, 33, 39]",37,8,19,20,21,33,39,85877347000,3359356063,6,20156136378
900,2020-02-29,"[7, 13, 16, 18, 35, 38]",14,7,13,16,18,35,38,83639372000,3349851375,6,20099108250
901,2020-03-07,"[5, 18, 20, 23, 30, 34]",21,5,18,20,23,30,34,84783962000,2267974667,9,20411772003
902,2020-03-14,"[7, 19, 23, 24, 36, 39]",30,7,19,23,24,36,39,87501981000,1619317529,13,21051127877
903,2020-03-21,"[2, 15, 16, 21, 22, 28]",45,2,15,16,21,22,28,88625160000,1684582212,13,21899568756
904,2020-03-28,"[2, 6, 8, 26, 43, 45]",11,2,6,8,26,43,45,88938220000,2718077813,8,21744622504
905,2020-04-04,"[3, 4, 16, 27, 38, 40]",20,3,4,16,27,38,40,90357634000,3017862536,7,21125037752
906,2020-04-11,"[2, 5, 14, 28, 31, 32]",20,2,5,14,28,31,32,90948274000,2472607250,9,22253465250
907,2020-04-18,"[21, 27, 29, 38, 40, 44]",37,21,27,29,38,40,44,89331282000,3165059036,7,22155413252
908,2020-04-25,"[3, 16, 21, 22, 23, 44]",30,3,16,21,22,23,44,89923601000,2834856141,8,22678849128
909,2020-05-02,"[7, 24, 29, 30, 34, 35]",33,7,24,29,30,34,35,89543261000,2021062875,11,22231691625
910,2020-05-09,"[1, 11, 17, 27, 35, 39]",31,1,11,17,27,35,39,86308857000,941316375,21,19767643875
911,2020-05-16,"[4, 5, 12, 14, 32, 42]",35,4,5,12,14,32,42,89332410000,2113538625,10,21135386250
912,2020-05-23,"[5, 8, 18, 21, 22, 38]",10,5,8,18,21,22,38,88599155000,1493500581,14,20909008134
913,2020-05-30,"[6, 14, 16, 21, 27, 37]",40,6,14,16,21,27,37,89336949000,1338755602,16,21420089632
914,2020-06-06,"[16, 19, 24, 33, 42, 44]",27,16,19,24,33,42,44,89558503000,1950005557,11,21450061127
915,2020-06-13,"[2, 6, 11, 13, 22, 37]",14,2,6,11,13,22,37,87862418000,3518640500,6,21111843000
916,2020-06-20,"[6, 21, 22, 32, 35, 36]",17,6,21,22,32,35,36,89133044000,2025384341,11,22279227751
917,2020-06-27,"[1, 3, 23, 24, 27, 43]",34,1,3,23,24,27,43,88950867000,2144799638,10,21447996380
918,2020-07-04,"[7, 11, 12, 31, 33, 38]",5,7,11,12,31,33,38,89200857000,1117622646,18,20117207628
919,2020-07-11,"[9, 14, 17, 18, 42, 44]",35,9,14,17,18,42,44,90218056000,4305150450,5,21525752250
920,2020-07-18,"[2, 3, 26, 33, 34, 43]",29,2,3,26,33,34,43,89805177000,3120260197,7,21841821379
921,2020-07-25,"[5, 7, 12, 22, 28, 41]",1,5,7,12,22,28,41,89888341000,1232573405,17,20953747885
922,2020-08-01,"[2, 6, 13, 17, 27, 43]",36,2,6,13,17,27,43,89266682000,3417904500,6,20507427000
923,2020-08-08,"[3, 17, 18, 23, 36, 41]",26,3,17,18,23,36,41,87867402000,2667554625,8,21340437000
924,2020-08-15,"[3, 11, 34, 42, 43, 44]",13,3,11,34,42,43,44,87708256000,2382430667,9,21441876003
925,2020-08-22,"[13, 24, 32, 34, 39, 42]",4,13,24,32,34,39,42,87901067000,1771080532,12,21252966384
926,2020-08-29,"[10, 16, 18, 20, 25, 31]",6,10,16,18,20,25,31,88372251000,2032490663,10,20324906630
927,2020-09-05,"[4, 15, 22, 38, 41, 43]",26,4,15,22,38,41,43,91067752000,3714203875,6,22285223250
928,2020-09-12,"[3, 4, 10, 20, 28, 44]",30,3,4,10,20,28,44,90818982000,3134591358,7,21942139506
929,2020-09-19,"[7, 9, 12, 15, 19, 23]",4,7,9,12,15,19,23,92344620000,1308035157,16,20928562512
930,2020-09-26,"[8, 21, 25, 38, 39, 44]",28,8,21,25,38,39,44,94518415000,2832418829,8,22659350632
931,2020-10-03,"[14, 15, 23, 25, 35, 43]",32,14,15,23,25,35,43,95695802000,2957108063,8,23656864504
932,2020-10-10,"[1, 6, 15, 36, 37, 38]",5,1,6,15,36,37,38,96049289000,3390022983,7,23730160881
933,2020-10-17,"[23, 27, 29, 31, 36, 45]",37,23,27,29,31,36,45,93484851000,2927797079,8,23422376632
934,2020-10-24,"[1, 3, 30, 33, 36, 39]",12,1,3,30,33,36,39,93028347000,5765772844,4,23063091376
935,2020-10-31,"[4, 10, 20, 32, 38, 44]",18,4,10,20,32,38,44,93934898000,1711055424,13,22243720512
936,2020-11-07,"[7, 11, 13, 17, 18, 29]",43,7,11,13,17,18,29,92246146000,1492069179,14,20888968506
937,2020-11-14,"[2, 10, 13, 22, 29, 40]",26,2,10,13,22,29,40,93720454000,2058420819,11,22642629009
938,2020-11-21,"[4, 8, 10, 16, 31, 36]",9,4,8,10,16,31,36,93452425000,2249466563,10,22494665630
939,2020-11-28,"[4, 11, 28, 39, 42, 45]",6,4,11,28,39,42,45,93340002000,1708363039,13,22208719507
940,2020-12-05,"[3, 15, 20, 22, 24, 41]",11,3,15,20,22,24,41,93920183000,2846071079,8,22768568632
941,2020-12-12,"[12, 14, 25, 27, 39, 40]",35,12,14,25,27,39,40,94867600000,1347297422,16,21556758752
942,2020-12-19,"[10, 12, 18, 35, 42, 43]",39,10,12,18,35,42,43,92731965000,3761680313,6,22570081878
943,2020-12-26,"[1, 8, 13, 36, 44, 45]",39,1,8,13,36,44,45,100081432000,3435045108,7,24045315756
944,2021-01-02,"[2, 13, 16, 19, 32, 33]",42,2,13,16,19,32,33,107181377000,1961836356,13,25503872628
945,2021-01-09,"[9, 10, 15, 30, 33, 37]",26,9,10,15,30,33,37,94837109000,1765554491,13,22952208383
946,2021-01-16,"[9, 18, 19, 30, 34, 40]",20,9,18,19,30,34,40,99380178000,2157656182,11,23734218002
947,2021-01-23,"[3, 8, 17, 20, 27, 35]",26,3,8,17,20,27,35,99449916000,1275855750,18,22965403500
948,2021-01-30,"[13, 18, 30, 31, 38, 41]",5,13,18,30,31,38,41,100519459000,2188548716,11,24074035876
949,2021-02-06,"[14, 21, 35, 36, 40, 44]",30,14,21,35,36,40,44,100518909000,2458569713,10,24585697130
950,2021-02-13,"[3, 4, 15, 22, 28, 40]",10,3,4,15,22,28,40,108870714000,3281920500,8,26255364000
951,2021-02-20,"[2, 12, 30, 31, 39, 43]",38,2,12,30,31,39,43,102937006000,1747552661,14,24465737254
952,2021-02-27,"[4, 12, 22, 24, 33, 41]",38,4,12,22,24,33,41,102355646000,2713699834,9,24423298506
953,2021-03-06,"[7, 9, 22, 27, 37, 42]",34,7,9,22,27,37,42,99180891000,1640636009,14,22968904126
954,2021-03-13,"[1, 9, 26, 28, 30, 41]",32,1,9,26,28,30,41,101455314000,2478795900,10,24787959000
955,2021-03-20,"[4, 9, 23, 26, 29, 33]",8,4,9,23,26,29,33,99784736000,2023170188,12,24278042256
956,2021-03-27,"[10, 11, 20, 21, 25, 41]",40,10,11,20,21,25,41,97065255000,2022982671,11,22252809381
957,2021-04-03,"[4, 15, 24, 35, 36, 40]",1,4,15,24,35,36,40,96654698000,2126634137,11,23392975507
958,2021-04-10,"[2, 9, 10, 16, 35, 37]",1,2,9,10,16,35,37,98635947000,1596119675,15,23941795125
959,2021-04-17,"[1, 14, 15, 24, 40, 41]",35,1,14,15,24,40,41,97435835000,3015312891,8,24122503128
960,2021-04-24,"[2, 18, 24, 30, 32, 45]",14,2,18,24,30,32,45,98784879000,2401133213,10,24011332130
961,2021-05-01,"[11, 20, 29, 31, 33, 42]",43,11,20,29,31,33,42,97153309000,2575231209,9,23177080881
962,2021-05-08,"[1, 18, 28, 31, 34, 43]",40,1,18,28,31,34,43,95956365000,1940906094,12,23290873128
963,2021-05-15,"[6, 12, 19, 23, 34, 42]",35,6,12,19,23,34,42,95452215000,1476478125,15,22147171875
964,2021-05-22,"[6, 21, 36, 38, 39, 43]",30,6,21,36,38,39,43,95549895000,2345861063,10,23458610630
965,2021-05-29,"[2, 13, 25, 28, 29, 36]",34,2,13,25,28,29,36,96174650000,3403348929,7,23823442503
966,2021-06-05,"[1, 21, 25, 29, 34, 37]",36,1,21,25,29,34,37,95640447000,2411303513,10,24113035130
967,2021-06-12,"[1, 6, 13, 37, 38, 40]",9,1,6,13,37,38,40,94515565000,5809776094,4,23239104376
968,2021-06-19,"[2, 5, 12, 14, 24, 39]",33,2,5,12,14,24,39,95924229000,1667729683,13,21680485879
969,2021-06-26,"[3, 9, 10, 29, 40, 45]",7,3,9,10,29,40,45,96728751000,1149427894,20,22988557880
970,2021-07-03,"[9, 11, 16, 21, 28, 36]",5,9,11,16,21,28,36,93268371000,1611544045,14,22561616630
971,2021-07-10,"[2, 6, 17, 18, 21, 26]",7,2,6,17,18,21,26,94471924000,3725880250,6,22355281500
972,2021-07-17,"[3, 6, 17, 23, 37, 39]",26,3,6,17,23,37,39,93916813000,1124886244,20,22497724880
973,2021-07-24,"[22, 26, 31, 37, 41, 42]",24,22,26,31,37,41,42,93953872000,2912742750,8,23301942000
974,2021-07-31,"[1, 2, 11, 16, 39, 44]",32,1,2,11,16,39,44,94146055000,1317034523,17,22389586891
975,2021-08-07,"[7, 8, 9, 17, 22, 24]",5,7,8,9,17,22,24,94253719000,2440410375,9,21963693375
976,2021-08-14,"[4, 12, 14, 25, 35, 37]",2,4,12,14,25,35,37,97492178000,3243867215,7,22707070505
977,2021-08-21,"[2, 9, 10, 14, 22, 44]",16,2,9,10,14,22,44,95895844000,1669905911,14,23378682754
978,2021-08-28,"[1, 7, 15, 32, 34, 42]",8,1,7,15,32,34,42,98855197000,2373391388,10,23733913880
979,2021-09-04,"[7, 11, 16, 21, 27, 33]",24,7,11,16,21,27,33,99507886000,1606400518,14,22489607252
980,2021-09-11,"[3, 13, 16, 23, 24, 35]",14,3,13,16,23,24,35,99593380000,3409443215,7,23866102505
981,2021-09-18,"[27, 36, 37, 41, 43, 45]",32,27,36,37,41,43,45,105645424000,1992863193,13,25907221509
982,2021-09-25,"[5, 7, 13, 20, 21, 44]",33,5,7,13,20,21,44,101344251000,3023630672,8,24189045376
983,2021-10-02,"[13, 23, 26, 31, 35, 43]",15,13,23,26,31,35,43,101899006000,2503422225,10,25034222250
984,2021-10-09,"[3, 10, 23, 35, 36, 37]",18,3,10,23,35,36,37,98762367000,3453006268,7,24171043876
985,2021-10-16,"[17, 21, 23, 30, 34, 44]",19,17,21,23,30,34,44,98811446000,2434752975,10,24347529750
986,2021-10-23,"[7, 10, 16, 28, 41, 42]",40,7,10,16,28,41,42,99041240000,2375275125,10,23752751250
987,2021-10-30,"[2, 4, 15, 23, 29, 38]",7,2,4,15,23,29,38,100269530000,2378711625,10,23787116250
988,2021-11-06,"[2, 13, 20, 30, 31, 41]",27,2,13,20,30,31,41,98606195000,2678489375,9,24106404375
989,2021-11-13,"[17, 18, 21, 27, 29, 33]",26,17,18,21,27,29,33,96525658000,5826768563,4,23307074252
990,2021-11-20,"[2, 4, 25, 26, 36, 37]",28,2,4,25,26,36,37,99567047000,1740095277,14,24361333878
991,2021-11-27,"[13, 18, 25, 31, 33, 44]",38,13,18,25,31,33,44,98026282000,2904166032,8,23233328256
992,2021-12-04,"[12, 20, 26, 33, 44, 45]",24,12,20,26,33,44,45,97066498000,1986955563,12,23843466756
993,2021-12-11,"[6, 14, 16, 18, 24, 42]",44,6,14,16,18,24,42,99323653000,3991197063,6,23947182378
994,2021-12-18,"[1, 3, 8, 24, 27, 35]",28,1,3,8,24,27,35,95530936000,1861582063,12,22338984756
995,2021-12-25,"[1, 4, 13, 29, 38, 39]",7,1,4,13,29,38,39,100878455000,3447271875,7,24130903125
996,2022-01-01,"[6, 11, 15, 24, 32, 39]",28,6,11,15,24,32,39,112624327000,1491185771,18,26841343878
997,2022-01-08,"[4, 7, 14, 16, 24, 44]",20,4,7,14,16,24,44,102431961000,1253749560,19,23821241640
998,2022-01-15,"[13, 17, 18, 20, 42, 45]",41,13,17,18,20,42,45,101681869000,2076499657,12,24917995884
999,2022-01-22,"[1, 3, 9, 14, 18, 28]",34,1,3,9,14,18,28,102581351000,1513274790,16,24212396640
1000,2022-01-29,"[2, 8, 19, 22, 32, 42]",39,2,8,19,22,32,42,118628811000,1246819620,22,27430031640
1001,2022-02-05,"[6, 10, 12, 14, 20, 42]",15,6,10,12,14,20,42,103967487000,2077279594,12,24927355128
1002,2022-02-12,"[17, 25, 33, 35, 38, 45]",15,17,25,33,35,38,45,105795484000,3088449563,8,24707596504
1003,2022-02-19,"[1, 4, 29, 39, 43, 45]",31,1,4,29,39,43,45,103479378000,1811116822,14,25355635508
1004,2022-02-26,"[7, 15, 30, 37, 39, 44]",18,7,15,30,37,39,44,106112471000,2576251913,10,25762519130
1005,2022-03-05,"[8, 13, 18, 24, 27, 29]",17,8,13,18,24,27,29,103755249000,2061199344,12,24734392128
1006,2022-03-12,"[8, 11, 15, 16, 17, 37]",36,8,11,15,16,17,37,104542431000,2855602125,9,25700419125
1007,2022-03-19,"[8, 11, 16, 19, 21, 25]",40,8,11,16,19,21,25,101530003000,2718786375,9,24469077375
1008,2022-03-26,"[9, 11, 30, 31, 41, 44]",33,9,11,30,31,41,44,103727042000,2267377910,11,24941157010
1009,2022-04-02,"[15, 23, 29, 34, 40, 44]",20,15,23,29,34,40,44,103771363000,1702462825,15,25536942375
1010,2022-04-09,"[9, 12, 15, 25, 34, 36]",3,9,12,15,25,34,36,103011505000,3119380079,8,24955040632
1011,2022-04-16,"[1, 9, 12, 26, 35, 38]",42,1,9,12,26,35,38,101799373000,2220348512,11,24423833632
1012,2022-04-23,"[5, 11, 18, 20, 35, 45]",3,5,11,18,20,35,45,101948323000,1861944318,13,24205276134
1013,2022-04-30,"[21, 22, 26, 34, 36, 41]",32,21,22,26,34,36,41,101747653000,5047570725,5,25237853625
1014,2022-05-07,"[3, 11, 14, 18, 26, 27]",21,3,11,14,18,26,27,102396369000,2410449338,10,24104493380
1015,2022-05-14,"[14, 23, 31, 33, 37, 40]",44,14,23,31,33,37,40,102562683000,3051105610,8,24408844880
1016,2022-05-21,"[15, 26, 28, 34, 41, 42]",44,15,26,28,34,41,42,101583153000,2260660671,11,24867267381
1017,2022-05-28,"[12, 18, 22, 23, 30, 34]",32,12,18,22,23,30,34,101382790000,3517684822,7,24623793754
1018,2022-06-04,"[3, 19, 21, 25, 37, 45]",35,3,19,21,25,37,45,101151805000,12361744688,2,24723489376
1019,2022-06-11,"[1, 4, 13, 17, 34, 39]",6,1,4,13,17,34,39,102804882000,438565140,50,21928257000
1020,2022-06-18,"[12, 27, 29, 38, 41, 45]",6,12,27,29,38,41,45,104996396000,1966431520,13,25563609760
1021,2022-06-25,"[12, 15, 17, 24, 29, 45]",16,12,15,17,24,29,45,101960162000,2108962250,12,25307547000
1022,2022-07-02,"[5, 6, 11, 29, 42, 45]",28,5,6,11,29,42,45,99233031000,4866468075,5,24332340375
1023,2022-07-09,"[10, 14, 16, 18, 29, 35]",25,10,14,16,18,29,35,100399659000,2745677875,9,24711100875
1024,2022-07-16,"[9, 18, 20, 22, 38, 44]",10,9,18,20,22,38,44,100081038000,3020323500,8,24162588000
1025,2022-07-23,"[8, 9, 20, 25, 29, 33]",7,8,9,20,25,29,33,101318529000,6118853344,4,24475413376
1026,2022-07-30,"[5, 12, 13, 31, 32, 41]",34,5,12,13,31,32,41,101556379000,1619118475,15,24286777125
1027,2022-08-06,"[14, 16, 27, 35, 39, 45]",5,14,16,27,35,39,45,101195159000,2460504338,10,24605043380
1028,2022-08-13,"[5, 7, 12, 13, 18, 35]",23,5,7,12,13,18,35,100613537000,1181235132,20,23624702640
1029,2022-08-20,"[12, 30, 32, 37, 39, 41]",24,12,30,32,37,39,41,101336312000,2527848450,10,25278484500
1030,2022-08-27,"[2, 5, 11, 17, 24, 29]",9,2,5,11,17,24,29,104899923000,1276406507,19,24251723633
